Security,Company Name,Bid Qty,Bid Price,Ask Price,Ask Qty,Last,Last Qty,Change,% Change,High,Low,VWA,Volume,Turnover,Trades,Price Close,Buy Sentiment,Time
SAMP.N0000,SAMPATH BANK PLC,8248,148.25,148.50,26773,148.50,50,-0.50,-0.34,149.50,148.25,148.96,215265,32064998.00,647,149.00,47.81%,13:15:12.678830
SINS.N0000,SINGER (SRI LANKA) PLC,3,89.60,89.80,175,89.60,400,0.70,0.79,92.00,88.50,90.58,853499,77311017.10,400,88.90,73.95%,13:09:58.222076
SLTL.N0000,SRI LANKA TELECOM PLC,3950,85.00,86.00,34266,86.00,10,4.00,4.88,86.50,82.50,85.26,145410,12397434.70,120,82.00,79.31%,13:06:23.123094
SMOT.N0000,SATHOSA MOTORS PLC,450,1160.00,1229.00,3,1160.00,100,-42.00,-3.49,1230.00,1117.00,1181.95,217,256483.75,11,1202.00,7.41%,13:08:18.586792
SPEN.N0000,AITKEN SPENCE PLC,537,139.50,139.75,820,139.75,17,0.25,0.18,140.00,139.50,139.61,16096,2247223.50,27,139.50,29.06%,12:57:35.227435
SUN.N0000,SUNSHINE HOLDINGS PLC,1566,31.50,31.60,211708,31.60,6000,0.40,1.28,31.90,31.00,31.42,506067,15898457.00,126,31.20,77.55%,13:14:38.986152
TJL.N0000,TEEJAY LANKA PLC,3006,31.20,31.30,3148,31.30,10,0.80,2.62,31.90,30.80,31.10,424253,13194870.90,163,30.50,76.06%,13:08:12.870593
TKYO.N0000,TOKYO CEMENT COMPANY (LANKA) PLC,1733,96.70,96.80,2547,96.80,438,0.60,0.62,98.00,96.30,96.85,59549,5767555.90,124,96.20,51.05%,13:14:40.335314
TKYO.X0000,TOKYO CEMENT COMPANY (LANKA) PLC [Non-Voting],23,79.10,79.90,283,79.90,617,2.70,3.50,79.90,77.00,77.35,123255,9534251.90,57,77.20,20.78%,13:13:58.087935
VONE.N0000,VALLIBEL ONE PLC,179,98.00,98.10,1123,98.00,24,0.90,0.93,98.10,97.00,97.93,6264,613419.70,54,97.10,62.50%,12:53:16.82
