Order Tracker,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security,Side,Order Qty,Order Price,Order Value,Order Status,Remaining Qty,Reject Reason,Contra Broker,Account ID,Last Filled Quantity,Filled Qty,TIF,Expiry Date,Disclose Qty,Minimum Qty,Order Date and Time,Client Order Id,Last Change Time,Execution Id,Trader Report Id,Exchange Order Id,Exchange
HNB.X0000,BUY,50,347.00,"17,350.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-11 09:27:00.0,92390LI0-woVlg3kxI,2026-05-11 14:57:32,E0RHsWbbDUP9,,O0RHsbRdmdB4,CSE
SUN.N0000,BUY,100,32.00,"3,200.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-11 09:27:00.0,92390LI0-wonNQjSKZ,2026-05-11 14:57:32,E0RHsWbbDW69,,O0RHsbRdmdNV,CSE
DOCK.N0000,BUY,100,122.00,"12,200.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-11 09:27:00.0,92390LI0-wotzaPNFl,2026-05-11 14:57:32,E0RHsWbbDU7s,,O0RHsbRdmdGQ,CSE
COCO.N0000,BUY,200,28.00,"5,600.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-11 09:27:00.0,92390LI0-wocNW1xU7,2026-05-11 14:57:31,E0RHsWbbDTlj,,O0RHsbRdmdLL,CSE
BREW.N0000,BUY,2,"2,520.00","5,040.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-11 09:27:00.0,92390LI0-wohTLXLz4,2026-05-11 14:57:31,E0RHsWbbDTSa,,O0RHsbRdmdRO,CSE
CARG.N0000,BUY,25,661.00,"16,525.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-11 09:27:00.0,92390LI0-wozLj07yl,2026-05-11 14:57:31,E0RHsWbbDTUu,,O0RHsbRdmdCl,CSE
BREW.N0000,BUY,2,"2,520.00","5,040.00",NEW,2,,,CAS/92390-LI/0,0,0,DAY,,2,0,2026-05-11 05:26:55.0,92390LI0-wohTLXLz4,2026-05-11 10:56:55,E0RHsWbbDCs8,,O0RHsbRdmdRO,CSE
SUN.N0000,BUY,100,32.00,"3,200.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-05-11 05:25:29.0,92390LI0-wonNQjSKZ,2026-05-11 10:55:29,E0RHsWbbDCl5,,O0RHsbRdmdNV,CSE
COCO.N0000,BUY,200,28.00,"5,600.00",NEW,200,,,CAS/92390-LI/0,0,0,DAY,,200,0,2026-05-11 05:24:47.0,92390LI0-wocNW1xU7,2026-05-11 10:54:47,E0RHsWbbDCgn,,O0RHsbRdmdLL,CSE
SLTL.N0000,BUY,100,85.00,"8,500.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-05-11 05:23:42.0,92390LI0-woLxUkPqb,2026-05-11 10:53:42,E0RHsWbbDCZM,,O0RHsbRdmdIP,CSE
DOCK.N0000,BUY,100,122.00,"12,200.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-05-11 05:23:03.0,92390LI0-wotzaPNFl,2026-05-11 10:53:03,E0RHsWbbDCU2,,O0RHsbRdmdGQ,CSE
CARG.N0000,BUY,25,661.00,"16,525.00",NEW,25,,,CAS/92390-LI/0,0,0,DAY,,25,0,2026-05-11 05:21:53.0,92390LI0-wozLj07yl,2026-05-11 10:51:53,E0RHsWbbDCNZ,,O0RHsbRdmdCl,CSE
HNB.X0000,BUY,50,347.00,"17,350.00",NEW,50,,,CAS/92390-LI/0,0,0,DAY,,50,0,2026-05-11 05:21:16.0,92390LI0-woVlg3kxI,2026-05-11 10:51:16,E0RHsWbbDCKY,,O0RHsbRdmdB4,CSE
PKME.N0000,BUY,100,158.00,"15,800.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-08 09:19:48.0,92390LI0-woJqyouPk,2026-05-08 14:49:54,E0RFi7C46Sxz,,O0RFiC26fZMo,CSE
SPEN.N0000,BUY,100,138.00,"13,800.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-08 09:19:48.0,92390LI0-woivpd0Uz,2026-05-08 14:49:54,E0RFi7C46S9H,,O0RFiC26fZQA,CSE
LALU.N0000,BUY,100,45.30,"4,530.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-08 09:19:48.0,92390LI0-woBa0rIYn,2026-05-08 14:49:53,E0RFi7C46QlB,,O0RFiC26fZOK,CSE
DFCC.N0000,BUY,100,139.00,"13,900.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-08 09:19:48.0,92390LI0-woBruoHbL,2026-05-08 14:49:53,E0RFi7C46Pp9,,O0RFiC26fZM8,CSE
HASU.N0000,BUY,100,148.50,"14,850.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-08 09:19:48.0,92390LI0-woN2y92oM,2026-05-08 14:49:53,E0RFi7C46Q8M,,O0RFiC26fZOw,CSE
CARG.N0000,BUY,8,693.25,"5,546.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-08 09:19:48.0,92390LI0-wm1Ylxjl4,2026-05-08 14:49:52,E0RFi7C46PHA,,O0RFiC26fZV9,CSE
BREW.N0000,BUY,1,"2,705.00","2,705.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-08 09:19:48.0,92390LI0-wmCgHG88x,2026-05-08 14:49:52,E0RFi7C46PEw,,O0RFiC26fZU9,CSE
BREW.N0000,BUY,1,"2,705.00","2,705.00",NEW,1,,,CAS/92390-LI/0,0,0,DAY,,1,0,2026-05-08 08:44:02.0,92390LI0-wmCgHG88x,2026-05-08 14:14:02,E0RFi7C46Lyd,,O0RFiC26fZU9,CSE
BREW.N0000,BUY,1,"2,705.00","2,705.00",P.CHANGE,1,,,CAS/92390-LI/0,0,0,DAY,2026-05-08,1,0,2026-05-08 12:38:50.0,92390LI0-wmCgHG88x,2026-05-08 14:14:02,,,O0RFiC26fZU9,CSE
CARG.N0000,BUY,8,693.25,"5,546.00",NEW,8,,,CAS/92390-LI/0,0,0,DAY,,8,0,2026-05-08 08:43:40.0,92390LI0-wm1Ylxjl4,2026-05-08 14:13:40,E0RFi7C46LuM,,O0RFiC26fZV9,CSE
CARG.N0000,BUY,8,693.25,"5,546.00",P.CHANGE,8,,,CAS/92390-LI/0,0,0,DAY,2026-05-08,8,0,2026-05-08 12:39:33.0,92390LI0-wm1Ylxjl4,2026-05-08 14:13:40,,,O0RFiC26fZV9,CSE
CARG.N0000,BUY,8,693.00,"5,544.00",NEW,8,,,CAS/92390-LI/0,0,0,DAY,,8,0,2026-05-08 07:09:33.0,92390LI0-woUqKN8yb,2026-05-08 12:39:33,E0RFi7C46Cvx,,O0RFiC26fZV9,CSE
BREW.N0000,BUY,1,"2,700.00","2,700.00",NEW,1,,,CAS/92390-LI/0,0,0,DAY,,1,0,2026-05-08 07:08:50.0,92390LI0-wozPIvO4i,2026-05-08 12:38:50,E0RFi7C46Cty,,O0RFiC26fZU9,CSE
SPEN.N0000,BUY,100,138.00,"13,800.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-05-08 07:06:30.0,92390LI0-woivpd0Uz,2026-05-08 12:36:30,E0RFi7C46Cl5,,O0RFiC26fZQA,CSE
HASU.N0000,BUY,100,148.50,"14,850.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-05-08 07:05:45.0,92390LI0-woN2y92oM,2026-05-08 12:35:45,E0RFi7C46Ci0,,O0RFiC26fZOw,CSE
LALU.N0000,BUY,100,45.30,"4,530.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-05-08 07:05:22.0,92390LI0-woBa0rIYn,2026-05-08 12:35:22,E0RFi7C46Cgl,,O0RFiC26fZOK,CSE
PKME.N0000,BUY,100,158.00,"15,800.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-05-08 07:04:31.0,92390LI0-woJqyouPk,2026-05-08 12:34:31,E0RFi7C46CdJ,,O0RFiC26fZMo,CSE
DFCC.N0000,BUY,100,139.00,"13,900.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-05-08 07:04:10.0,92390LI0-woBruoHbL,2026-05-08 12:34:10,E0RFi7C46Cbw,,O0RFiC26fZM8,CSE
NTB.X0000,BUY,60,400.00,"24,000.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-06 09:27:00.0,92390LI0-woZv1ucZi,2026-05-06 14:57:06,E0REGLuICzn4,,O0REGQkKm9mN,CSE
SUN.N0000,BUY,100,32.30,"3,230.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-06 09:27:00.0,92390LI0-woipC78bg,2026-05-06 14:57:06,E0REGLuID0Yi,,O0REGQkKm56b,CSE
SUN.N0000,BUY,100,32.20,"3,220.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-06 09:27:00.0,92390LI0-wokoRpjtc,2026-05-06 14:57:06,E0REGLuID0Yl,,O0REGQkKm58y,CSE
PKME.N0000,BUY,100,154.50,"15,450.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-05-06 09:27:00.0,92390LI0-worGKMYEy,2026-05-06 14:57:06,E0REGLuID1G2,,O0REGQkKm4zR,CSE
CDB.X0000,BUY,0,0.00,0.00,Q.CANCEL,0,,,CAS/92390-LI/0,0,0,,,0,0,2026-05-06 14:30:58.0,92390LI0-woIIALQQ7,2026-05-06 14:31:16,,,-,CSE
CDB.X0000,BUY,0,0.00,0.00,Q.CANCEL,0,,,CAS/92390-LI/0,0,0,,,0,0,2026-05-06 14:30:30.0,92390LI0-wotUKm0QD,2026-05-06 14:31:09,,,-,CSE
CDB.X0000,BUY,500,34.00,"17,000.00",QUEUED,500,,,CAS/92390-LI/0,0,0,DAY,2026-05-06,500,0,2026-05-06 14:30:58.0,92390LI0-woIIALQQ7,2026-05-06 14:30:58,,,-,CSE
CDB.X0000,BUY,200,34.00,"6,800.00",QUEUED,200,,,CAS/92390-LI/0,0,0,DAY,2026-05-06,200,0,2026-05-06 14:30:30.0,92390LI0-wotUKm0QD,2026-05-06 14:30:30,,,-,CSE
PKME.N0000,BUY,100,154.50,"15,450.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-05-06 08:56:32.0,92390LI0-worGKMYEy,2026-05-06 14:26:32,E0REGLuICwcw,,O0REGQkKm4zR,CSE
PKME.N0000,BUY,100,154.50,"15,450.00",P.CHANGE,100,,,CAS/92390-LI/0,0,0,DAY,2026-05-06,100,0,2026-05-06 11:04:20.0,92390LI0-worGKMYEy,2026-05-06 14:26:32,,,O0REGQkKm4zR,CSE
CDB.X0000,BUY,80,33.80,"2,704.00",FILLED,0,,TSL,CAS/92390-LI/0,80,80,DAY,,0,0,2026-05-06 07:48:05.0,92390LI0-woc8Rj6td,2026-05-06 13:18:05,E0REGLuICqUx,,O0REGQkKm5J0,CSE
NTB.X0000,BUY,60,400.00,"24,000.00",NEW,60,,,CAS/92390-LI/0,0,0,DAY,,60,0,2026-05-06 07:45:07.0,92390LI0-woZv1ucZi,2026-05-06 13:15:07,E0REGLuICqC4,,O0REGQkKm9mN,CSE
